row_id,id,text,document_id,location_id,sentence_id,title,forename,surname,pubyear,gender,text_sentence,text_location,lat,lon,Fiction/Non fiction,Genre 1,Genre 2,2nd Author - FN,2nd Author - SN,2nd Author - Gen,location_focus,sentiment,sentiment_score,refined_sentiment,final_sentiment
35134,136111,Forth,150,247,136111,Reminiscences, James Anthony,Froude,1881-01-01,m,"The sight of giant Irving in a shortish shirt on the sanded floor, drinking patiently a large tankard of "" penny whaup "" (the smallest beer in creation) before beginning to dress, is still present to me as comic. Of sublime or tragic, the night before a mysterious great red glow is much more memorable, which had long hung before us in the murky sky, growing gradually brighter and bigger, till at last we found it must be Carron Ironworks, on the other side of Forth, one of the most impressive sights. Our march to Stirling was under pouring rain for most part, but I recollect enjoying the romance of it; Kincardine, Culross (Cu'ros), Clackmannan, here they are then ; what a wonder to be here ! The Links of Forth, the Ochills, Grampians, Forth itself, Stirling, lion - shaped, ahead, like a lion couchant with the castle for his crown ; all this was beautiful in spite of rain.
    ",Forth,56.054591,-3.718683,,,,,,,TRUE,Positive,0.3,Positive,Positive
35140,136115,Forth,150,247,136115,Reminiscences, James Anthony,Froude,1881-01-01,m,"Of sublime or tragic, the night before a mysterious great red glow is much more memorable, which had long hung before us in the murky sky, growing gradually brighter and bigger, till at last we found it must be Carron Ironworks, on the other side of Forth, one of the most impressive sights. Our march to Stirling was under pouring rain for most part, but I recollect enjoying the romance of it; Kincardine, Culross (Cu'ros), Clackmannan, here they are then ; what a wonder to be here ! The Links of Forth, the Ochills, Grampians, Forth itself, Stirling, lion - shaped, ahead, like a lion couchant with the castle for his crown ; all this was beautiful in spite of rain. Welcome too was the inside of Stirling, with its fine warm inn and the excellent refection and thorough drying and refitting we got there.
    ",Forth,56.054591,-3.718683,,,,,,,TRUE,Positive,0.4,Positive,Positive
35146,136117,Forth,150,247,136117,Reminiscences, James Anthony,Froude,1881-01-01,m,"Of sublime or tragic, the night before a mysterious great red glow is much more memorable, which had long hung before us in the murky sky, growing gradually brighter and bigger, till at last we found it must be Carron Ironworks, on the other side of Forth, one of the most impressive sights. Our march to Stirling was under pouring rain for most part, but I recollect enjoying the romance of it; Kincardine, Culross (Cu'ros), Clackmannan, here they are then ; what a wonder to be here ! The Links of Forth, the Ochills, Grampians, Forth itself, Stirling, lion - shaped, ahead, like a lion couchant with the castle for his crown ; all this was beautiful in spite of rain. Welcome too was the inside of Stirling, with its fine warm inn and the excellent refection and thorough drying and refitting we got there.
    ",Forth,56.054591,-3.718683,,,,,,,TRUE,Positive,0.4,Positive,Positive
35404,136429,Haddington,150,1104,136429,Reminiscences, James Anthony,Froude,1881-01-01,m,"finished that aud the rest of the ""Mcister"" business (£180 of payment the choicest part of it !) rapidly off""; made a visit to Haddington ; what a retrospect to me, now encircled by the silences aud the eternities; most beautiful, most sad! I remember the ""gimp bonnet"" she wore, and her anxious silent thoughts, aud my own; mutually legible, both of them, in part ; my own little darling now at rest, and fur away ! — which was the last thing in Scotland. Of the Leith smack, every figure and event in which is curiously present, though so unimportant, I will say nothing ; only that we entered London River on a beautiful June morning ; scene very impressive to me, and still very vivid in me ; and that, soon after mid-day, I landed safe in Irviug's, as appointed.
    ",Haddington,55.952639,-2.800838,,,,,,,TRUE,Positive,0.2,Positive,Positive
35410,136431,Leith,150,212,136431,Reminiscences, James Anthony,Froude,1881-01-01,m,"finished that aud the rest of the ""Mcister"" business (£180 of payment the choicest part of it !) rapidly off""; made a visit to Haddington ; what a retrospect to me, now encircled by the silences aud the eternities; most beautiful, most sad! I remember the ""gimp bonnet"" she wore, and her anxious silent thoughts, aud my own; mutually legible, both of them, in part ; my own little darling now at rest, and fur away ! — which was the last thing in Scotland. Of the Leith smack, every figure and event in which is curiously present, though so unimportant, I will say nothing ; only that we entered London River on a beautiful June morning ; scene very impressive to me, and still very vivid in me ; and that, soon after mid-day, I landed safe in Irviug's, as appointed.
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Positive,0.2,Positive,Positive
35434,136527,Edinburgh,150,91,136527,Reminiscences, James Anthony,Froude,1881-01-01,m,"When he sate, you would have taken him, by candlelight, for the beautifullest little child ; blue- eyed, sparkling face, had there not been a something, too, which said ""JEccovi — this child has been in hell."" After leaving Edinburgh I never saw hira, hardly ever heard of him. His fate, owing to
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-0.2,Negative,Neutral
35482,136638,Edinburgh,150,91,136638,Reminiscences, James Anthony,Froude,1881-01-01,m,"That same year, late in autumn, he was at Annan, only for a night and day, returning from some farther journey, perhaps to Glasgow or Edinburgh ; and had to go on again for London next day. I rode down from Hoddam Hill before nightfall ; found him sitting in the snug little parlor beside his father aud mother, beautifully domestic.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
35620,136792,Edinburgh,150,91,136792,Reminiscences, James Anthony,Froude,1881-01-01,m,"Whether much was said of German literature, whether anything at all on my writing of it for him, I don't recollect ; but certainly I took my leave in a gratified successful kind of mood ; and both those topics, the latter in practical form, did soon abundantly spring up between us, with formal return call by him (which gave a new speed to intimacy), agreement for a little paper on ""Jean Paul,"" and whatever could follow out of an acquaintanceship well begun. The poor paper on Jean Paul, a study piece, not without humor and substance of my own, appeared in (I suppose) the very next ""Edinburgh Review,"" and made what they call a sensation among the Edinburgh buckrams, which was greatly heightened next number by the more elaborate and grave article on ""German Literature"" generally, which set many tongues wagging, and some few brains considering, ivhat this strange monster could be that was come to disturb their quiescence and the established order of Nature! Some newspapers or newspaper took to denouncing the ""Mystic Scbool,"" which my bright little woman declared to consist of me alone, or of her and me, and for a long while after merrily used to designate us by that title, ""Mystic School"" signifying ws, in the pretty coterie speech which she was always so ready to adopt, and which lent such a charm to her talk and writing. She was beautifully gay and hopeful under these improved phenomena, the darling soul! ""Foreign Review,"" ""Foreign Quarterly,"" etc., followed, to which I was eagerly invited.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
35626,136793,Edinburgh,150,91,136793,Reminiscences, James Anthony,Froude,1881-01-01,m,"Whether much was said of German literature, whether anything at all on my writing of it for him, I don't recollect ; but certainly I took my leave in a gratified successful kind of mood ; and both those topics, the latter in practical form, did soon abundantly spring up between us, with formal return call by him (which gave a new speed to intimacy), agreement for a little paper on ""Jean Paul,"" and whatever could follow out of an acquaintanceship well begun. The poor paper on Jean Paul, a study piece, not without humor and substance of my own, appeared in (I suppose) the very next ""Edinburgh Review,"" and made what they call a sensation among the Edinburgh buckrams, which was greatly heightened next number by the more elaborate and grave article on ""German Literature"" generally, which set many tongues wagging, and some few brains considering, ivhat this strange monster could be that was come to disturb their quiescence and the established order of Nature! Some newspapers or newspaper took to denouncing the ""Mystic Scbool,"" which my bright little woman declared to consist of me alone, or of her and me, and for a long while after merrily used to designate us by that title, ""Mystic School"" signifying ws, in the pretty coterie speech which she was always so ready to adopt, and which lent such a charm to her talk and writing. She was beautifully gay and hopeful under these improved phenomena, the darling soul! ""Foreign Review,"" ""Foreign Quarterly,"" etc., followed, to which I was eagerly invited.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
35752,136862,Edinburgh,150,91,136862,Reminiscences, James Anthony,Froude,1881-01-01,m,"This was chiefly when he got to speak Scotch, and gave me anecdotes of old Scotch Braxfields and vernacular (often enough but not always cynical) curiosities of that type, which he did with a greatness of gusto quite peculiar to the topic, with a fine and deep sense of humor, of real comic mirth, much beyond what was noticeable in him otherwise ; not to speak of the perfection of the mimicry, which itself was something. I used to think to myself, "" Here is a man whom they have kneaded into the shape of an Edinburgh reviewer, and clothed the soul of in Whig formulas and blue and yellow ; but he might have been a beautiful Goldoni too, or something better in that kind, and have given us comedies and aerial pictures true and poetic of human life in a far other way."" There was something of Voltaire in him, something even in bodily features; those bright-beaming, swift, and piercing hazel eyes, with their accompaniment of rapid keen expression in the other lineaments of face, resembled one's notion of Voltaire ; and in the voice, too, there was a fine half-plangent kind of metallic ringing tone which used to remind me of what I fancied Voltaire's voice might have been : "" voix sombre et majestueuse,"" Duvernet calls it.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
35848,136941,Haddington,150,1104,136941,Reminiscences, James Anthony,Froude,1881-01-01,m,"Her Welshes were Nithsdale people of good condition, though beyond her grandfather and uncles, big farmers in Thoruhill Parish (the Welshes of Morton Mains for I know not for Avhat length of time before, nor exactly what after, only that it ceased some thirty or perhaps almost fifty years ago, in a tragic kind of way) ; I can learn nothing certain of them from Rev. Walter of Auchtertool, nor from his sister Maggie here, who are of that genealogy, children of my mother-in-law's brother John; concerning whom perhaps a word afterwards. When the young Haddington doctor and his beautiful Grace had first made acquaintance I know not; probably on visits of hers to Morton Mains, which, is but a short step from Penfillan. Acquainted they evidently were, to the degree of mutually saying, ""Be it for life, then ;"" aud, I believe, were and continued deeply attached to one another.
    ",Haddington,55.952639,-2.800838,,,,,,,TRUE,Positive,0.2,Positive,Positive
35884,136972,Castlehill,150,8465,136972,Reminiscences, James Anthony,Froude,1881-01-01,m,"Much lying on her mind, I always understood, while she was so cheery, diligent, and helpful to everybody round her. I forget, or never knew, what time they had come to Templand, but guess it may have been in 1822 or shortly after ; dates of Castlehill and Strathmilligan I never knew, even order of dates ; last summer I could so easily have known (deaf-and-dumb ""Mr. Turner,"" an old Strathmilligan acquaintance, recognized by her in the Dumfries Railway Station, and made to speak by paper and pencil, I writing for her because she could not). Oh me ! oh me ! where is now that summer evening, so beautiful, so infinitely sad and strange ! The train rolled off with her to Thornhill [Holmhill], and that too, with its setting sun, is gone.
    ",Castlehill,55.9489,-3.1954,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
36016,137218,Haddington,150,1104,137218,Reminiscences, James Anthony,Froude,1881-01-01,m,"The other volumes (hardly even the third, I think) she never read — I knew too well why; and submitted without murmur, save once or twice perhaps a little quiz on the subject, which did not afflict her, either. Too weak, too weak by far for a dismal enterprise of that kind, as I knew too well! But those Haddington visits were very beautiful to her (and to me through her letters and her), and by that time we were over the hill, and ""the worst of our days were passed"" (as poor Irving used to give for toast, long ago), worst of them past, though we did not yet quite know it.
    ",Haddington,55.952639,-2.800838,,,,,,,TRUE,Negative,-0.2,Negative,Neutral
36318,137467,Edinburgh,151,91,137467,"Autobiography of the Rev. Dr. Alexander Carlyle, Minister of Inveresk", John Hill,Burton,1860-01-01,m,"The celebrated Dr Hutchison of Glasgow, who was the first that distinguished himself in tliat important branch of literature, was now beginning his career, and had drawn amjile stores from the ancients, which he improved into system, and embellished by the exertions of an ardent and virtuous mind. He was soon followed by Smith, who had been his scholar, and sat for some years in his chair ; by Ferguson at Edinburgh ; by Keid and Beattie, which last was more an orator than a philosopher; together with David Hume, whose works, though dangerous and heretical, illustrated the science, and called forth the exertions of men of equal genius and sounder principles.
    ",Edinburgh,55.949428,-3.192704,fiction,romance,0,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
37728,139847,Prince's Street,152,187,139847,American Four-in-Hand in Britain, Andrew,Carnegie,1883-01-01,m,"fronting on Prince's Street and overlooking the gardens gave us the best possible view, the very choice spot of all this choice city. The night was beautiful, and the lights from the towering houses of the old town made an illumination, as it were, in honor of our arrival.
    ",Prince's Street,55.9526,-3.193,,,,,,,TRUE,Positive,0.4,Positive,Positive
37831,140908,Edinburgh,153,91,140908,,,,,,"As soon as the platform was filled, the people crowded round it as close as possible in order to witness the proceedings. The company on the platform included Mrs. and ]Mr. Carnegie ; Mrs. D. O. Hill, Edinburgh ; Mr. Carnegie's friends ; ex-Provost Mathieson ; Provost Walls ; Bailies Walker, Steedman, Seath, and Lamond ; ex-Bailie Inglis ; Treasurer Blair ; Councillors Beveridge, Donald, Alston, Lee, Brown, Roberton, Spence, and Stewart ; Messrs. J. Drummond, R. Reid, G.' Lauder, G. W. Robertson, and J. C. Walker, architect, Edinburgh.
    ",Edinburgh,55.949428,-3.192704,fiction,adventure,humour and satire,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
37847,141238,Burns Monument,154,4847,141238,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"As a park this is a pleasant retreat; all that is picturesque in woodland scenery along a riverside is here to be found. Above it, just across the road, and carefully enclosed, the Burns Monument rests on an eminence. It is not a beautiful sculpture, despite its elaborateness; it has not the significance that would make it even approach the adequate; it has none of the humanity, none of the poetic personality, that characterize the bronze figure in the square at Ayr.
    ",Burns Monument,55.9534904,-3.1782952,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
37867,141289,High Street,154,205,141289,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"For here is a world within a world, a world above a world; yes, and a world beneath a world. Just a few steps through a narrow passageway that has its entrance on the High Street, and you come into a court on three sides of which rise narrow, very high, grimy, dingy, flat-faced, myriad-windowed buildings, the lands — in our language, the tenements — of Edinburgh. Extremely old, extremely dirty, extremely tragical are these ancient buildings, surviving from a day when the rapid growth of population in a restricted area demanded that men build up and up, story upon story, since they had not the space for expansion.
    ",High Street,55.9501,-3.1882,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
37871,141291,High Street,154,205,141291,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"Extremely old, extremely dirty, extremely tragical are these ancient buildings, surviving from a day when the rapid growth of population in a restricted area demanded that men build up and up, story upon story, since they had not the space for expansion. Out on the High Street life moves on in a more or less ordinary stream; within. Tragedy and Comedy brush elbows as they pass up and down the steep stairways, and in and
    ",High Street,55.9501,-3.1882,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
37873,141292,Princes Street Gardens,154,2897,141292,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"out of the filthy, mean Httle rooms, in which, as Stevenson says, now one is dying, or again one is being born — in the very midst of the fumes of bad Hquor, and to the sound of the maudHn whines of the many who drink and loaf and fight. And yet, just on the other side of the dirty, half-tottering, semi-mysterious lands, the Princes Street Gardens, when we saw them, lay in their beautiful hollow, fragrant with flowers, dainty in garments of green, rich in refreshment and rest for the eyes of the fashionable throngs that pass them lightly by on their way to and from the handsome shops and inviting bookstores that line the opposite side of the broad thoroughfare. But, with it all^ — the poverty, the dirt, the horrible struggle for existence — the inhabitant of the Edinburgh tenement house has one item of wealth of which no one can deprive him.
    ",Princes Street Gardens,55.9497435,-3.2019502,,,,,,,TRUE,Positive,0,Neutral,Neutral
37875,141293,Edinburgh,154,91,141293,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"And yet, just on the other side of the dirty, half-tottering, semi-mysterious lands, the Princes Street Gardens, when we saw them, lay in their beautiful hollow, fragrant with flowers, dainty in garments of green, rich in refreshment and rest for the eyes of the fashionable throngs that pass them lightly by on their way to and from the handsome shops and inviting bookstores that line the opposite side of the broad thoroughfare. But, with it all^ — the poverty, the dirt, the horrible struggle for existence — the inhabitant of the Edinburgh tenement house has one item of wealth of which no one can deprive him. To quote Stevenson, who has expressed it as few others could :
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
37997,141365,Old Town,154,90,141365,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"In this chapel John Knox preached, and the pulpit he used is preserved there. The place is a keystone, so to speak, in the "" Old Town,"" before the "" New Town,"" with its broad, beautiful terraces, its mansions, its hospitals, and its university buildings came into being. And those who would know historic Edinburgh, the Edinburgh that is quaint, even as it is so essentially picturesque, must know these steep, narrow streets, deep below the main thoroughfares, walled by the seven, eight, and ten story buildings that may be only four stories high on their opposite sides, and reached by long flights of steps of stone
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
37999,141366,New Town,154,210,141366,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"In this chapel John Knox preached, and the pulpit he used is preserved there. The place is a keystone, so to speak, in the "" Old Town,"" before the "" New Town,"" with its broad, beautiful terraces, its mansions, its hospitals, and its university buildings came into being. And those who would know historic Edinburgh, the Edinburgh that is quaint, even as it is so essentially picturesque, must know these steep, narrow streets, deep below the main thoroughfares, walled by the seven, eight, and ten story buildings that may be only four stories high on their opposite sides, and reached by long flights of steps of stone
    ",New Town,55.9583198,-3.1992422,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38001,141367,Edinburgh,154,91,141367,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"The place is a keystone, so to speak, in the "" Old Town,"" before the "" New Town,"" with its broad, beautiful terraces, its mansions, its hospitals, and its university buildings came into being. And those who would know historic Edinburgh, the Edinburgh that is quaint, even as it is so essentially picturesque, must know these steep, narrow streets, deep below the main thoroughfares, walled by the seven, eight, and ten story buildings that may be only four stories high on their opposite sides, and reached by long flights of steps of stone
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38003,141368,Edinburgh,154,91,141368,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"The place is a keystone, so to speak, in the "" Old Town,"" before the "" New Town,"" with its broad, beautiful terraces, its mansions, its hospitals, and its university buildings came into being. And those who would know historic Edinburgh, the Edinburgh that is quaint, even as it is so essentially picturesque, must know these steep, narrow streets, deep below the main thoroughfares, walled by the seven, eight, and ten story buildings that may be only four stories high on their opposite sides, and reached by long flights of steps of stone
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38025,141523,Holyrood Palace,154,207,141523,From Irish Castles to French Châteaux, Norma Bright,Carson,1/1/1910,f,"The older coronation chair stands in the Chapel of Edward the Confessor, lost almost to view among the shadows; Edward the Confessor's tomb reminds one of a gypsy's worn and tattered tent. An example this of the same kind of forced, unnatural sentiment that keeps a scrap of dirty blanket, four inches square, on the bed of Mary, Queen of Scots, in Holyrood Palace, and causes it to be pointed out as a bit of a blanket the Scotch queen used. 152
    ",Holyrood Palace,55.952512,-3.173385,,,,,,,TRUE,Negative,0,Negative,Neutral
38065,141962,Lord Nelson,155,3314,141962,The Camomile; An Invention, Catherine MacFarlane,Carswell,1/1/1922,f,"saw that made me feel there was truth in Lord Nelson's description ""the two most beautiful things on earth a ship in full sail and a woman with child."" I suppose Lady Hamilton must have looked like Laura.
    ",Lord Nelson,55.9738045,-3.1858283,fiction,adventure,humour and satire,0,0,0,TRUE,Positive,0.6,Positive,Positive
38083,142053,City Chambers,156,8385,142053,Open the Door, Catherine MacFarlane,Carswell,1/1/1920,f,"pillars this temple would have beautiful white pillars, more beautiful than the alabaster ones in the City Chambers rising out of a floor of wax which was to be scored and scored across while still soft to make it like a marble pavement. Tossing from side to side on her bed, she wondered whether the pillars should be left plain, or fluted by an excoriating finger nail.
    ",City Chambers,55.950282,-3.190357,,,,,,,TRUE,Positive,0.3,Positive,Positive
38355,143582,Edinburgh,158,91,143582,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"My mother, animated by keen anxiety and foresight, was particularly solicitous to remove, with a view to procure means of advancement for her sons. Accordingly, impelled alike by necessity and inclination, the family removed to Edinburgh ; Robert being alone left to pursue his education for a short time longer. Crowded into the Fly, then the only engine of public conveyance to the Scottish capital, we crossed the Kingside-Edge, as a high ridge of land is called, on a bleak day in December 1813 my mother with an infant daughter on her knee, and a heart full of mingled hopes and fears of the future.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38521,143713,Old Town,158,90,143713,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"Ever since his arrival in Edinburgh, and without suggestion from any one, he had taken delight in exploring, at fitting times, what was ancient and historically interesting in the Old Town, which, for tastes of this kind, presents a peculiarly comprehensive field of inquiry. Once crowded within defensive walls, the older part of the city remained a dense cluster of tall dark buildings, lining the central street and diverging lanes, or closes, with comparatively little change in exterior aspect However altered as regards the quality of the dwellers on the different floors, the tenements still exhibited innumerable artistic and heraldic tokens of the past ; nor were the environs of the town less illustrative of moving incidents of the olden time.
    ",Old Town,55.9471293,-3.2002511,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38639,143822,Castlehill,158,8465,143822,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"As the old lady was on intimate terms with Boswell, and had seen Johnson on his visit to Edinburgh as she was the sister-in-law of Allan Ramsay the painter, and had lived in the most cultivated society of Scotland all her long life there were ample materials for conversation with her ; but her small strength made this shorter and slower than I could have wished. When we came upon the poet Ramsay she seemed to have caught new vigour from the subject : she spoke with animation of the child-parties she had attended in his house on the Castlehill during a course of ten years before his death an event which happened in 1757. He was ""charming,"" she said; he entered so heartily into the plays of children.
    ",Castlehill,55.9489,-3.1954,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38673,143861,Leith,158,212,143861,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"The new edition of the History just referred to has been so greatly extended as to be almost a new work. The prolific source of the fresh information that was obtained, was a collection of ten volumes in manuscript, styled on the title-pages the Lyon in Mourning, which had been prepared by the anxious care of the Right Rev. Bishop Forbes, of the Scottish Episcopal Church, and who was settled as a minister of that communion in Leith at the middle of the eighteenth century. Labouring under the suspicion that he was a Jacobite dangerous to the reigning dynasty, he was confined in Edinburgh Castle during the rebellion, and only liberated in 1746.
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38675,143862,Edinburgh Castle,158,948,143862,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"The prolific source of the fresh information that was obtained, was a collection of ten volumes in manuscript, styled on the title-pages the Lyon in Mourning, which had been prepared by the anxious care of the Right Rev. Bishop Forbes, of the Scottish Episcopal Church, and who was settled as a minister of that communion in Leith at the middle of the eighteenth century. Labouring under the suspicion that he was a Jacobite dangerous to the reigning dynasty, he was confined in Edinburgh Castle during the rebellion, and only liberated in 1746. By this means he was saved from the disasters of the falling cause, and brought into leisurely communication with a number of the insurgents, who were seized at various times and placed in confinement along with him.
    ",Edinburgh Castle,55.94867,-3.200924,,,,,,,TRUE,Negative,0,Negative,Neutral
38841,144170,Buccleuch Place,158,8657,144170,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"We talked of Edinburgh, and I asked him where he had lived. He said it was in Buccleuch Place, not far from Jeffrey, with an outlook behind to the Meadows. 'Ah,' he remarked, 'what charming walks I had about Arthur's Seat, with the clear mountain air blowing in one's face ! I often think of that glorious scene.'
    ",Buccleuch Place,55.9429,-3.1865,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
38843,144171,Arthur's Seat,158,1202,144171,Memoirs of Robert Chambers, William,Chambers,1872-01-01,m,"He said it was in Buccleuch Place, not far from Jeffrey, with an outlook behind to the Meadows. 'Ah,' he remarked, 'what charming walks I had about Arthur's Seat, with the clear mountain air blowing in one's face ! I often think of that glorious scene.' I alluded to the cluster of young men Jeffrey, Horner, Brougham, himself, and one or two others, who had been concerned in commencing the Review in 1802.
    ",Arthur's Seat,55.943718,-3.154978,,,,,,,TRUE,Positive,0.1,Neutral,Neutral
39253,144516,Castle Hill,159,3581,144516,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"One of Hume's most intimate friends amongst the other sex was Mrs Cockburn, author of one of the beautiful songs called ' The Flowers of the Forest.' While he was in France in 1764, she writes to him from Baird's Close, Castle Hill— ' The cloven foot for which thou art worshipped I despise ; yet I remember thee with affection. I remember that, in spite of vain philosophy, of dark doubts, of toilsome learning, God has stamped his image of benignity so strong upon thy heart, that not all the labours of thy head could efface it.'
    ",Castle Hill,55.9489,-3.1954,fiction,adventure,historical fiction,0,0,0,TRUE,Positive,0.3,Positive,Positive
39592,144708,New Town,159,210,144708,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"He who now sees the wide hollow space between the Old and New Towns, occupied by beautiful gardens, having their continuity only somewhat curiously broken up by a transverse earthen mound and a line of railway, must be at a loss to realise the idea of the same space presenting in former times a lake, which was regarded as a portion of the physical defences of the city. Yet many, in common with myself, must remember the by no means distant time when the remains of this sheet of water, consisting of a few pools, served as excellent sliding and skating-ground in winter, while their neglected grass-green precincts too frequently'- formed an arena whereon the high and mighty quarrels of Old and New Town con-lies [etymology of the word unknown] were brought to a lapidarian arbitration.
    ",New Town,55.9583198,-3.1992422,fiction,adventure,historical fiction,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
39781,144872,Grassmarket,159,1084,144872,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"To the elegant accommodations of Barry's, Douglas's, Gibb's, and other New Town establishments of the present day, the inns of the last century present a contrast which it is difficult by the greatest stretch of imagination to realise. For the west road, there was the White Hart in the Grassmarket ; for the east, the White Horse Inn in Boyd's Close, Canongate ; for the south, and partly also the east, Peter Ramsay's, at the bottom of St JMary's Wynd. Arnot, writing in 1779, describes them as ' mean buildings ; their apartments dirty and dismal ; and if the waiters happen to be out of the way, a stranger will perhaps be shocked with
    ",Grassmarket,55.946734,-3.19771,fiction,adventure,historical fiction,0,0,0,TRUE,Negative,0,Negative,Neutral
39784,144874,Canongate,159,206,144874,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"To the elegant accommodations of Barry's, Douglas's, Gibb's, and other New Town establishments of the present day, the inns of the last century present a contrast which it is difficult by the greatest stretch of imagination to realise. For the west road, there was the White Hart in the Grassmarket ; for the east, the White Horse Inn in Boyd's Close, Canongate ; for the south, and partly also the east, Peter Ramsay's, at the bottom of St JMary's Wynd. Arnot, writing in 1779, describes them as ' mean buildings ; their apartments dirty and dismal ; and if the waiters happen to be out of the way, a stranger will perhaps be shocked with
    ",Canongate,55.9515,-3.1793,fiction,adventure,historical fiction,0,0,0,TRUE,Negative,0,Negative,Neutral
39817,144897,Broughton,159,3429,144897,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"Here were fountains set a-flowing with the blood-red wine, to celebrate the passing of kings along the causeway. And here, as a last notable fact, were Prince Charles and his father proclaimed by their devoted Highlanders, amidst screams of pipe and blare of trumpet, while the beautiful Mrs Murray of Broughton sat beside the party on horseback, adorned with white ribbons, and with a drawn sword in her hand ! How strange it seems that a time should at length have come when a set of magistrates thought this structure an incumbrance to the street, and had it removed. This event took place in 1756 — the ornamental stones dispersed, the pillar taken to the park at Drum.
    ",Broughton,55.9614308,-3.1873332,fiction,adventure,historical fiction,0,0,0,TRUE,Positive,0.3,Positive,Positive
39919,144958,Auld Reekie,159,186,144958,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"from the chairs on the pavement. It could not fail to be a remarkable sight — eight beautiful women, conspicuous for their stature and carriage, all dressed in the splendid though formal fashions of that period, and inspired at once with dignity of birth and consciousness of beauty ! Alas ! such visions no longer illuminate the dark tortuosities of Auld Reekie !
    ",Auld Reekie,55.949428,-3.192704,fiction,adventure,historical fiction,0,0,0,TRUE,Positive,0.3,Positive,Positive
40084,145126,Haddington,159,1104,145126,Traditions of Edinburgh, Robert,Chambers,1824-01-01,m,"Thus he conferred upon that grave and sagacious statesman, John, Earl of Mar, the nickname, Jock o' Sklates — probably in allusion to some circumstance which occurred in their young days, when they were the fellow-pupils of Buchanan. On hearing of a meditated alliance between the Haddington and Mar families, his majesty exclaimed, betwixt jest and eai-nest, 'The Lord baud a grup o' me! If Tarn o' the Cowgate's son marry Jock o' Sklates's daughter, what's to come o' meV The good-natured monarch probably apprehended that so close a union betwixt two of his most subtle statesmen, might make them too much for their master — as hounds are most dangerous when they hunt in couples.
    ",Haddington,55.952639,-2.800838,fiction,adventure,historical fiction,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
